Product_Code|Title|Vendor_Name|Rating|Num_Ratings|Ranking|Category|Price|Quantity|Min_Price_Comp|Max_Price_Comp|Avg_Price_Comp|Date
B0BRKY2848|Proyector de estrellas con luz nocturna de galaxia, proyector espacial de astronauta, lámpara LED de techo de nebulosa estrellada con temporizador y control remoto, decoración estética de habitación|Mooyran US|4.5|13,278|||89.99|2|6.99|89.99|25.51|2025-02-15 12:37:07
B08MMJW4GP|KÜB - Juguete de empuje para bebés y niños pequeños, sonido interactivo y efecto de luz, centro de actividades Montessori musical, rueda de velocidad ajustable, seguro y estable, regalo divertido para|KUB Baby|4.5|336|||24.99|970|8.49|109.99|45.48|2025-02-15 12:38:11
B08S3564FL|Asvin Cama pequeña para perros pequeños, camas para gatos de interior, cama para mascotas para cachorros y gatitos, extrasuave y lavable a máquina con parte inferior Oxford antideslizante y resistente|Lingyi Direct|4.5|7,050|||34.99|5|6.99|249.9|25.12|2025-02-15 12:39:47
B0BQHP2BDY|TEEZWONDER Regalos para mamá de hija hijo – Día de la Madre, Navidad, regalos de cumpleaños para mujeres, mamá, suegra, madrastra – # 1 Mom Nutrition Fact girasol vaso de acero inoxidable de 20 onzas|TEEZWONDER STORE|4.7|622|||59.99|140|6.99|159.0|29.1|2025-02-15 12:40:58
B0DRC5TDFD|Pulsera de la suerte chapada en oro de 18 quilates para mujer, color blanco/negro/rojo/verde, flor de cuatro hojas, joyería de moda, regalos para mujeres|AIPPK|4.2|341|||25.99|20|5.97|39.99|13.93|2025-02-17 08:48:59
B08MMJW4GP|KÜB - Juguete de empuje para bebés y niños pequeños, sonido interactivo y efecto de luz, centro de actividades Montessori musical, rueda de velocidad ajustable, seguro y estable, regalo divertido para|KUB Baby|4.5|336|||39.99|955|5.0|99.99|31.75|2025-02-17 08:50:35
B0D1MKBG6M|YOUR MOON Almohada suave tamaño Queen para dormir, almohada alternativa de apoyo súper suave, funda de 100% algodón, almohadas de cama cómodas y esponjosas para dormir (blanco)|MeisheHome|4.4|60|||14.0|148|1.42|167.99|36.27|2025-02-17 08:52:17
B0D9PT21MS|Árbol artificial de 4 pies, palmera de pájaro del paraíso para decoración del hogar, interiores y exteriores, oficina, montaje sin esfuerzo, regalo perfecto para inauguración de la casa|MeDal|3.9|26|||39.99|38|19.89|159.99|66.73|2025-02-17 08:53:47
B09G92Y196|Disney Sandalias de Frozen y Mickey para niños, cierre fácil de deslizar, impermeables, de secado rápido, color morado, rosa/azul (tamaños: 5-10 niños pequeños/11-12 niños pequeños)|Ultimate footwear|4.6|476|||29.99|273|4.5|49.94|21.35|2025-02-17 08:55:31
B0BRKY2848|Proyector de estrellas con luz nocturna de galaxia, proyector espacial de astronauta, lámpara LED de techo de nebulosa estrellada con temporizador y control remoto, decoración estética de habitación|Mooyran US|4.5|13,303|||39.99|2|4.99|79.99|24.99|2025-02-17 08:57:13
B0BQHP2BDY|TEEZWONDER Regalos para mamá de hija hijo – Día de la Madre, Navidad, regalos de cumpleaños para mujeres, mamá, suegra, madrastra – # 1 Mom Nutrition Fact girasol vaso de acero inoxidable de 20 onzas|TEEZWONDER STORE|4.7|623|||37.95|141|1.72|49.99|20.56|2025-02-17 08:58:10
B0CY464QK3|Mornwell Flosser dental de agua para dientes, portátil inalámbrico irrigador oral con 10 intensidades 4 chorros recargables IPX7 tanque de agua impermeable viaje eléctrico (blanco)|QueenwillDirect|4.4|1,386|||98.0|1000|7.99|98.0|29.26|2025-02-17 09:00:00
B087CBJ465|Do You Really Know Your Family? Un divertido juego familiar lleno de iniciadores de conversación y desafíos, ideal para niños, adolescentes y adultos|ASM Games|4.6|14,348|||12.99|500|0.51|79.99|22.45|2025-02-17 09:01:32
B08S3564FL|Asvin Cama pequeña para perros pequeños, camas para gatos de interior, cama para mascotas para cachorros y gatitos, extrasuave y lavable a máquina con parte inferior Oxford antideslizante y resistente|UrbanTrends Shop|4.5|7,051|||42.9|7|6.99|309.9|24.61|2025-02-17 09:03:03
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,356|||23.99|500|5.19|39.0|21.05|2025-02-18 10:47:36
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.4|1,387|||23.89|1000|4.14|75.99|28.44|2025-02-18 10:49:07
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|345|||12.99|1|1.25|54.99|14.25|2025-02-18 10:51:25
B08MMJW4GP|KÜB Baby & Toddler Walker Push Toy, Interactive Sound & Light Effect Musical Montessori Activity Center, Adjustable Speed Wheel, Safe & Stable, Fun Gift for Boy and Girl Learning to Stand & Walk|KUB Baby|4.5|336|||79.99|941|9.99|99.99|59.36|2025-02-18 10:55:52
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.4|60|||11.5|146|1.71|239.99|45.14|2025-02-18 10:57:41
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|625|||2.39|135|0.9|43.9|18.75|2025-02-18 10:59:07
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|UrbanTrends Shop|4.5|7,058|||23.99|5|5.66|199.0|25.01|2025-02-18 11:04:53
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||69.99|1|8.25|170.0|60.11|2025-02-18 14:28:58
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||21.49|36|6.98|199.99|100.97|2025-02-18 15:53:53
B08MMJW4GP|KÜB Baby & Toddler Walker Push Toy, Interactive Sound & Light Effect Musical Montessori Activity Center, Adjustable Speed Wheel, Safe & Stable, Fun Gift for Boy and Girl Learning to Stand & Walk|KUB Baby|4.5|326|||40.99|922|2.31|129.99|61.18|2025-02-19 07:41:48
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,619|||28.99|1000|0.47|53.99|21.67|2025-02-19 07:43:15
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|Lingyi Direct|4.5|7,059|||23.95|143|6.99|89.99|23.39|2025-02-19 07:44:40
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,321|||34.99|2|4.99|79.99|26.67|2025-02-19 07:46:06
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|345|||2.25|20|2.25|59.99|14.66|2025-02-19 07:47:00
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,356|||15.95|500|0.21|39.99|21.81|2025-02-19 07:48:59
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.4|60|||15.0|142|0.41|239.99|41.52|2025-02-19 07:50:26
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||29.99|38|12.99|129.99|51.99|2025-02-19 07:51:52
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|625|||7.99|134|0.06|39.97|15.7|2025-02-19 07:53:18
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,455|||26.98|1000|7.99|99.99|31.4|2025-02-19 07:55:06
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||135.99|28|9.99|179.99|107.41|2025-02-19 07:56:34
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,455|||36.99|1000|9.99|75.99|27.56|2025-02-20 10:54:43
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|326|||89.99|908|29.99|129.99|63.56|2025-02-20 10:56:11
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|UrbanTrends Shop|4.5|7,060|||21.99|5|7.99|59.99|24.25|2025-02-20 10:57:42
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,373|||24.97|500|5.19|39.99|21.7|2025-02-20 10:58:46
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||99.99|38|10.8|170.0|64.63|2025-02-20 11:00:11
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,337|||34.99|2|4.99|79.99|25.9|2025-02-20 11:03:01
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|61|||11.5|140|7.5|239.99|45.29|2025-02-20 11:03:52
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||1699.99|17|10.99|1699.99|212.2|2025-02-20 11:05:18
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,456|||23.89|1000|1.5|351.67|46.45|2025-02-21 09:17:00
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|61|||27.98|137|8.5|239.99|44.52|2025-02-21 09:18:26
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|351|||19.99|20|0.59|26.98|13.37|2025-02-21 09:19:52
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|327|||89.99|888|29.99|129.99|62.14|2025-02-21 09:21:19
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,375|||19.99|500|0.11|40.0|20.1|2025-02-21 09:24:17
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,343|||16.99|2|4.99|59.98|24.57|2025-02-21 09:25:47
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||1399.99|16|5.66|3649.0|379.85|2025-02-21 11:54:19
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|Lingyi Direct|4.5|7,060|||21.99|1|7.99|105.99|24.7|2025-02-21 11:57:23
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,621|||28.99|27|5.99|39.99|19.81|2025-02-21 12:01:11
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||80.0|38|19.99|189.99|69.62|2025-02-21 12:04:13
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|63|||35.99|133|8.5|561.22|43.89|2025-02-22 13:07:36
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|327|||59.99|864|3.57|129.99|60.71|2025-02-22 13:09:05
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,458|||42.99|1000|9.99|94.99|32.42|2025-02-22 13:10:31
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|Lingyi Direct|4.5|7,065|||23.99|27|7.99|42.99|22.51|2025-02-22 13:11:58
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,624|||0.59|27|0.59|59.81|21.7|2025-02-22 13:13:31
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|353|||2.25|20|2.25|29.99|14.19|2025-02-22 13:14:58
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||58.68|38|15.99|99.99|52.59|2025-02-22 13:16:28
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,384|||24.95|500|9.29|40.0|22.26|2025-02-22 13:17:56
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||26.99|13|10.99|219.99|107.77|2025-02-22 13:19:23
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|626|||13.91|136|0.06|49.95|16.22|2025-02-22 13:20:50
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,354|||20.99|2|4.99|49.99|24.85|2025-02-22 13:22:51
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|356|||18.99|20|3.19|26.98|13.4|2025-02-23 13:07:26
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,624|||0.59|27|0.53|49.39|20.25|2025-02-23 13:08:52
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,459|||34.99|1000|6.99|99.99|29.93|2025-02-23 13:10:19
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,363|||35.99|2|4.99|49.99|26.09|2025-02-23 13:11:44
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||48.89|38|15.99|99.99|53.74|2025-02-23 13:12:34
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|Lingyi Direct|4.5|7,068|||19.99|27|7.99|42.99|21.74|2025-02-23 13:13:59
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|626|||7.99|134|0.06|37.98|15.39|2025-02-23 13:15:23
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|64|||15.0|129|1.42|249.99|40.34|2025-02-23 13:16:49
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,386|||26.99|500|4.99|39.0|21.31|2025-02-23 13:18:15
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|328|||49.99|844|2.31|129.99|59.81|2025-02-23 13:19:42
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||35.0|1000|9.99|239.0|100.3|2025-02-23 13:21:08
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|330|||69.99|831|15.99|129.99|61.38|2025-02-24 09:31:12
B08S3564FL|Asvin Small Dog Bed for Small Dogs, Cat Beds for Indoor Cats, Pet Bed for Puppy and Kitty, Extra Soft & Machine Washable with Anti-Slip & Water-Resistant Oxford Bottom, Brown, 20 inches|Lingyi Direct|4.5|7,068|||19.99|27|4.33|55.99|21.78|2025-02-24 09:32:39
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|64|||18.49|127|0.73|259.99|44.0|2025-02-24 09:34:03
B0BSVJ9T76|LifePro GluteBlast Hip Thrust Machine - Premium Squat and Glute Workout Equipment for Home Gym with Resistance Bands - Multipurpose Glute Bench for Glutes, HIPS, and Thighs|Amazon.com|4.1|396|||29.99|1000|17.49|199.0|96.18|2025-02-24 09:35:29
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,624|||28.99|27|0.47|49.39|21.55|2025-02-24 09:36:57
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,372|||49.99|2|7.99|49.99|27.67|2025-02-24 09:38:22
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,459|||38.99|1000|9.99|69.99|29.88|2025-02-24 09:39:47
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||21.99|38|15.99|99.99|52.31|2025-02-24 09:41:13
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,391|||15.99|500|8.95|59.99|22.14|2025-02-24 09:42:40
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|626|||10.75|133|0.06|39.97|16.21|2025-02-24 09:44:06
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|356|||19.99|20|2.25|26.98|13.27|2025-02-24 09:45:32
B09G92Y196|Disney Kids Frozen and Mickey Sandals - Easy Slipon Closure Waterproof Quick Dry Slides - Purple/Pink/Blue (Sizes: 5-10 Toddler / 11-12 Little Kid)|Ultimate footwear|4.6|476|||9.99|108|7.99|39.99|21.81|2025-02-25 09:08:14
B0D9PT21MS|4ft Artificial Tree Bird of Paradise Palm Tree Artificial Plant for Home Decor Indoor Outdoor Office - Effortless Assembly,Perfect Housewarming Gift|MeDal|3.7|27|||59.99|38|19.99|170.0|62.33|2025-02-25 09:13:11
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,459|||49.99|1000|9.75|75.99|30.41|2025-02-25 09:14:37
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,392|||34.99|500|5.19|39.0|20.41|2025-02-25 09:16:04
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|64|||120.0|127|8.1|239.99|45.43|2025-02-25 09:17:29
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,624|||28.99|27|5.99|40.36|20.31|2025-02-25 09:18:57
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|330|||57.98|806|29.99|129.99|62.32|2025-02-25 09:24:44
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|357|||9.99|20|3.19|69.99|15.91|2025-02-25 09:26:15
B0D1MKBG6M|YOUR MOON Soft Pillow Queen for Sleeping, Super Soft Support Down Alternative Pillow, 100% Cotton Shell Luxury Comfy Fluffy Bed Pillows for Sleep(White)|MeisheHome|4.5|64|||49.98|122|0.33|239.0|42.11|2025-02-26 16:54:41
B0CY464QK3|Mornwell Water Dental Flosser Teeth Pick for Teeth, Portable Cordless Water Flossers Oral Irrigator with 10 Intensity 4 Jet Rechargeable IPX7 Waterproof Water Tank Flosser Electric Travel (White)|QueenwillDirect|4.3|2,460|||49.95|1000|4.14|532.0|52.2|2025-02-26 16:56:07
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,388|||37.99|2|9.99|59.99|28.36|2025-02-26 17:00:38
B0DRC5TDFD|18K Gold Plated Clover Lucky Bracelet for Women White/Black/Red/Green Flower Four Leaf Link Bracelets Trendy Jewelry Gifts for Women|AIPPK|4.2|361|||19.99|20|3.19|54.99|14.64|2025-02-26 17:01:47
B076JLCN2D|Coleman FreeFlow AutoSeal Stainless Steal Water Bottle, 24oz, Black|Amazon.com|4.7|4,624|||28.99|27|0.47|49.39|22.7|2025-02-26 17:03:13
B087CBJ465|Do You Really Know Your Family? A Fun Family Game Filled with Conversation Starters and Challenges - Great for Kids, Teens and Adults|ASM Games|4.6|14,399|||29.95|500|0.51|39.99|20.68|2025-02-26 17:04:38
B09G92Y196|Disney Kids Frozen and Mickey Sandals - Easy Slipon Closure Waterproof Quick Dry Slides - Purple/Pink/Blue (Sizes: 5-10 Toddler / 11-12 Little Kid)|Ultimate footwear|4.6|478|||39.73|121|9.99|39.9|23.11|2025-02-26 17:06:04
B08MMJW4GP|KÜB Montessori Baby Walker - Interactive Push Toy for Toddlers Learning to Walk with Soft Music & Lights, Adjustable Speed & Non-Slip Wheels, Educational Activity Center|KUB Baby|4.5|331|||49.99|772|0.35|129.99|59.57|2025-02-26 23:36:05
B0BQHP2BDY|TEEZWONDER Gifts for Mom from Daughter Son - Mothers Day, Christmas, Birthday Gifts for Women, Mama, Mother-in-Law, Stepmom - #1 Mom Nutrition Fact Sunflower 20 oz Stainless Steel Tumbler|TEEZWONDER STORE|4.7|626|||18.95|135|1.0|43.9|18.24|2025-02-26 23:37:36
B0BRKY2848|Star Projector Galaxy Night Light - Astronaut Space Projector, Starry Nebula Ceiling LED Lamp with Timer and Remote, Kids Room Decor Aesthetic, for Christmas & Birthdays|Mooyran US|4.5|13,386|||41.99|2|7.99|49.99|27.89|2025-02-26 23:40:43
B09G92Y196|Disney Kids Frozen and Mickey Sandals - Easy Slipon Closure Waterproof Quick Dry Slides - Purple/Pink/Blue (Sizes: 5-10 Toddler / 11-12 Little Kid)|Ultimate footwear|4.6|478|||18.99|119|7.99|39.99|21.66|2025-02-26 23:41:38
